epoch,accuracy,loss,lr,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.11632723361253738,4.081998348236084,0.001,0.25,0.0031066620722413063,0.07670454680919647,1.6117641925811768,0.0,0.0
1,0.1197790801525116,3.9626224040985107,0.001,0.0,0.0,0.07670454680919647,1.6103343963623047,0.0,0.0
2,0.22229893505573273,3.9683644771575928,0.001,0.0,0.0,0.07670454680919647,1.6091254949569702,0.0,0.0
3,0.15602347254753113,3.9473557472229004,0.001,0.0,0.0,0.07670454680919647,1.6081584692001343,0.0,0.0
4,0.13117018342018127,3.9673309326171875,0.001,0.0,0.0,0.07670454680919647,1.6119240522384644,0.0,0.0
5,0.21125301718711853,3.9636855125427246,0.001,0.0,0.0,0.07670454680919647,1.6109633445739746,0.0,0.0
6,0.13600276410579681,3.9738199710845947,0.0005,0.0,0.0,0.07670454680919647,1.611249566078186,0.0,0.0
7,0.14325164258480072,3.9687159061431885,0.0005,0.0,0.0,0.07670454680919647,1.6107410192489624,0.0,0.0
8,0.15326198935508728,3.9492862224578857,0.00025,0.0,0.0,0.07670454680919647,1.6108320951461792,0.0,0.0
